gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,owns_car,tenure,address,postcode,state,property_valuation,age,diverging_job_title,post_code_cut,diverging_post_code
Female,96,1975-01-08,Developer,n/a,Mass Customer,Yes,18,24960 Shopko Crossing,2528,NSW,7,42,Other,"(2450,2550]",Other
Female,52,1969-02-09,Chemical Engineer,Manufacturing,High Net Worth,No,13,43 Stoughton Drive,2154,NSW,9,48,Other,"(2150,2250]",Other
Female,6,1977-09-26,Database Administrator,Property,Affluent Customer,Yes,20,247 Blue Bill Park Parkway,2066,NSW,9,39,Other,"(2050,2150]",Other
Female,51,1940-11-10,Environmental Specialist,n/a,Affluent Customer,No,8,2 David Pass,2720,NSW,4,76,Other,"(2650,2750]",Other
Male,23,1974-12-12,Research Assistant,Argiculture,Mass Customer,Yes,4,3867 Barby Hill,2140,NSW,8,42,Other,"(2050,2150]",Other
Female,58,1975-12-22,Account Executive,IT,Mass Customer,Yes,17,52 Bobwhite Court,2219,NSW,9,41,Other,"(2150,2250]",Other
Male,72,1957-11-12,Nurse Practicioner,Health,Mass Customer,No,16,32249 Sycamore Way,4650,QLD,4,59,Other,"(4550,4650]",Other
Male,61,1978-10-26,Director of Sales,Property,Affluent Customer,No,12,3 Roth Junction,3156,VIC,8,38,Other,"(3150,3250]",Other
Male,15,1973-11-14,Community Outreach Specialist,Entertainment,High Net Worth,Yes,22,76 Green Ridge Drive,3029,VIC,7,43,Other,"(2950,3050]","(2950,3050]"
Male,37,1997-08-27,Nuclear Power Engineer,Manufacturing,High Net Worth,Yes,10,9 Glacier Hill Circle,2762,NSW,8,19,Other,"(2750,2850]",Other
Male,28,1974-08-07,Geologist,Property,Affluent Customer,Yes,7,91281 Transport Center,3356,VIC,2,42,Other,"(3350,3450]","(3350,3450]"
Male,47,1952-10-05,Actuary,Financial Services,Mass Customer,No,7,11 Paget Road,2125,NSW,10,64,Other,"(2050,2150]",Other
Female,59,1941-04-04,Librarian,Entertainment,High Net Worth,Yes,14,6 Killdeer Way,2705,NSW,1,76,Other,"(2650,2750]",Other
Male,16,1997-03-17,Software Consultant,Financial Services,Affluent Customer,No,15,737 Service Lane,3030,VIC,8,20,Other,"(2950,3050]","(2950,3050]"
Female,30,1987-03-01,General Manager,Argiculture,Mass Customer,Yes,14,253 Katie Junction,2650,NSW,2,30,General Manager,"(2550,2650]",Other
Female,59,1964-01-22,Senior Developer,IT,Mass Customer,No,6,481 Moulton Place,2440,NSW,2,53,Other,"(2350,2450]",Other
Female,76,1972-05-17,Research Associate,Financial Services,Mass Customer,Yes,10,3864 Sheridan Alley,4130,QLD,7,45,Research Associate,"(4050,4150]",Other
Male,67,1993-11-27,VP Sales,Financial Services,Affluent Customer,No,8,61416 Karstens Place,4217,QLD,5,23,Other,"(4150,4250]",Other
Male,54,1958-04-19,Programmer,Property,High Net Worth,Yes,5,0 Union Parkway,3142,VIC,11,59,Other,"(3050,3150]",Other
Female,83,1966-04-30,Quality Engineer,Manufacturing,High Net Worth,Yes,8,4 Lukken Lane,4301,QLD,4,51,Other,"(4250,4350]",Other
Male,61,1977-02-03,Legal Assistant,Retail,Affluent Customer,No,11,1507 Schlimgen Trail,2155,NSW,10,40,Other,"(2150,2250]",Other
Female,47,1998-11-22,Human Resources Manager,n/a,High Net Worth,Yes,3,4 Meadow Ridge Place,2090,NSW,10,18,Human Resources Manager,"(2050,2150]",Other
Female,84,1996-11-24,Programmer Analyst,Financial Services,Mass Customer,No,9,31 Melody Circle,3814,VIC,4,20,Other,"(3750,3850]",Other
Female,0,1991-12-02,Help Desk Operator,Retail,High Net Worth,Yes,14,96 Rutledge Drive,3064,VIC,5,25,Other,"(3050,3150]",Other
Female,12,1943-04-06,Chemical Engineer,Manufacturing,High Net Worth,No,21,2905 Towne Place,2114,NSW,9,74,Other,"(2050,2150]",Other
Male,42,1982-02-01,Automation Specialist,Financial Services,High Net Worth,No,14,638 Caliangt Avenue,2137,NSW,11,35,Other,"(2050,2150]",Other
Male,70,1985-01-29,VP Accounting,Financial Services,Mass Customer,No,17,9645 Moose Terrace,2137,NSW,11,32,Other,"(2050,2150]",Other
Female,21,1961-07-31,VP Sales,n/a,High Net Worth,No,10,7 Messerschmidt Crossing,3810,VIC,6,55,Other,"(3750,3850]",Other
Female,17,1976-09-07,Information Systems Manager,Manufacturing,High Net Worth,No,17,005 Loeprich Way,4680,QLD,3,40,Information Systems Manager,"(4650,4750]",Other
Female,60,1947-03-11,Software Engineer,Financial Services,Mass Customer,No,16,56 Comanche Terrace,3141,VIC,10,70,Other,"(3050,3150]",Other
Female,59,1940-05-19,Office Assistant,n/a,Mass Customer,Yes,19,37 Rigney Park,2171,NSW,9,77,Other,"(2150,2250]",Other
Female,24,1947-11-26,Chief Design Engineer,Retail,Mass Customer,No,8,0796 Barnett Plaza,3758,VIC,4,69,Other,"(3750,3850]",Other
Male,56,1965-02-03,Software Test Engineer,Property,Mass Customer,Yes,5,415 Rockefeller Trail,2484,NSW,7,52,Other,"(2450,2550]",Other
Female,25,1977-03-20,Quality Engineer,Retail,Mass Customer,No,16,846 Loftsgordon Crossing,2154,NSW,11,40,Other,"(2150,2250]",Other
Female,22,1993-08-03,Social Worker,Health,High Net Worth,Yes,2,9 Ridgeview Avenue,3109,VIC,10,23,Other,"(3050,3150]",Other
Male,42,1972-05-19,Business Systems Development Analyst,Financial Services,Mass Customer,No,19,6218 Delladonna Parkway,4115,QLD,8,45,Other,"(4050,4150]",Other
Female,38,1970-12-17,Programmer Analyst,n/a,Mass Customer,Yes,18,095 Glacier Hill Circle,2571,NSW,7,46,Other,"(2550,2650]",Other
Female,75,2000-12-09,Assistant Manager,Argiculture,Mass Customer,No,10,057 Victoria Crossing,2263,NSW,9,16,Assistant Manager,"(2250,2350]",Other
Female,50,2001-08-04,Graphic Designer,IT,Mass Customer,No,14,0 Memorial Road,3109,VIC,10,15,Graphic Designer,"(3050,3150]",Other
Female,50,1990-10-19,Nurse Practicioner,Retail,Mass Customer,Yes,4,409 Starling Lane,4172,QLD,7,26,Other,"(4150,4250]",Other
Male,95,1967-03-14,VP Marketing,Telecommunications,Mass Customer,Yes,18,36963 Pierstorff Terrace,3168,VIC,9,50,Other,"(3150,3250]",Other
Male,9,1999-11-29,Accountant,Manufacturing,Affluent Customer,No,7,8069 Sunbrook Way,2155,NSW,10,17,Other,"(2150,2250]",Other
Male,99,1956-04-21,Geologist,IT,Affluent Customer,Yes,20,9 Hovde Way,2322,NSW,5,61,Other,"(2250,2350]",Other
Male,31,1979-07-28,Assistant Media Planner,Entertainment,Mass Customer,Yes,15,94 Barby Lane,2210,NSW,10,37,Other,"(2150,2250]",Other
Male,7,2001-12-29,Food Chemist,Health,Affluent Customer,Yes,9,0492 Kings Street,2480,NSW,3,15,Other,"(2450,2550]",Other
Female,25,1972-07-29,Administrative Assistant,Entertainment,Mass Customer,No,16,1 Fair Oaks Alley,3149,VIC,10,44,Other,"(3050,3150]",Other
Female,43,1995-10-03,Actuary,Financial Services,High Net Worth,No,11,780 Norway Maple Hill,2565,NSW,8,21,Other,"(2550,2650]",Other
Male,89,1957-02-14,VP Quality Control,n/a,Mass Customer,No,12,625 Mandrake Junction,2145,NSW,9,60,Other,"(2050,2150]",Other
Female,73,1951-04-30,Dental Hygienist,Health,High Net Worth,No,15,1037 Roth Park,2145,NSW,7,66,Other,"(2050,2150]",Other
Male,25,1979-07-28,Media Manager,Health,Mass Customer,Yes,10,315 Center Park,3040,VIC,7,37,Media Manager,"(2950,3050]","(2950,3050]"
Male,97,1959-03-01,Compensation Analyst,Financial Services,Mass Customer,Yes,8,1 Graceland Plaza,3216,VIC,2,58,Other,"(3150,3250]",Other
Female,13,1939-03-06,Account Representative,Retail,Affluent Customer,No,13,98555 Victoria Hill,2171,NSW,7,78,Other,"(2150,2250]",Other
Male,82,1961-08-27,Programmer,n/a,Mass Customer,Yes,14,31121 Pierstorff Center,2770,NSW,7,55,Other,"(2750,2850]",Other
Male,29,1970-01-14,Assistant Manager,Manufacturing,High Net Worth,No,11,59 Garrison Terrace,3215,VIC,4,47,Assistant Manager,"(3150,3250]",Other
Male,46,1944-10-25,VP Sales,Financial Services,High Net Worth,Yes,13,2763 Buhler Circle,4305,QLD,4,72,Other,"(4250,4350]",Other
Female,69,1966-06-27,Senior Sales Associate,Financial Services,High Net Worth,No,8,309 Maple Wood Pass,3930,VIC,6,50,Other,"(3850,3950]",Other
Male,4,1994-03-13,Human Resources Manager,n/a,High Net Worth,Yes,6,99 Quincy Parkway,3630,VIC,1,23,Human Resources Manager,"(3550,3650]","(3550,3650]"
Female,68,1975-06-15,Staff Scientist,n/a,Affluent Customer,Yes,10,902 Westend Lane,2318,NSW,3,41,Other,"(2250,2350]",Other
Female,72,1975-10-12,Web Designer,Manufacturing,Mass Customer,Yes,10,9 Rieder Junction,2573,NSW,9,41,Other,"(2550,2650]",Other
Female,56,1965-05-28,Media Manager,Retail,Mass Customer,No,11,734 Veith Way,3155,VIC,8,52,Media Manager,"(3150,3250]",Other
Female,55,1996-02-11,Administrative Officer,Manufacturing,Mass Customer,No,2,0800 Dahle Alley,2148,NSW,8,21,Other,"(2050,2150]",Other
Female,15,1944-06-14,Programmer,n/a,Mass Customer,Yes,21,5 Macpherson Drive,3134,VIC,9,72,Other,"(3050,3150]",Other
Male,39,1977-11-08,Nurse Practicioner,IT,Affluent Customer,No,14,07 Boyd Drive,4350,QLD,7,39,Other,"(4250,4350]",Other
Male,86,1997-11-01,Geologist,Financial Services,Affluent Customer,Yes,10,427 Oak Avenue,2205,NSW,10,19,Other,"(2150,2250]",Other
Female,59,1952-05-05,Analyst Programmer,Property,High Net Worth,No,13,390 Express Plaza,2076,NSW,11,65,Analyst Programmer,"(2050,2150]",Other
Female,69,1960-05-09,Operator,n/a,Affluent Customer,No,15,703 Ludington Plaza,2480,NSW,4,57,Other,"(2450,2550]",Other
Female,56,1989-03-17,Assistant Manager,n/a,Mass Customer,No,6,7 Dayton Circle,2160,NSW,9,28,Assistant Manager,"(2150,2250]",Other
Female,5,1954-10-21,Compensation Analyst,Financial Services,Mass Customer,Yes,11,79 Manufacturers Plaza,4171,QLD,5,62,Other,"(4150,4250]",Other
Male,82,1967-02-02,Structural Analysis Engineer,Argiculture,Mass Customer,No,16,600 Artisan Drive,3149,VIC,10,50,Other,"(3050,3150]",Other
Male,27,1976-09-20,Software Consultant,n/a,Mass Customer,Yes,8,0 Veith Way,2009,NSW,9,40,Other,"[1950,2050]",Other
Female,10,1974-08-19,Assistant Media Planner,Entertainment,Affluent Customer,Yes,17,2336 Continental Point,2527,NSW,7,42,Other,"(2450,2550]",Other
Male,68,1960-12-19,Payment Adjustment Coordinator,Retail,High Net Worth,Yes,20,535 Corben Point,4680,QLD,4,56,Other,"(4650,4750]",Other
Female,30,1975-09-11,Graphic Designer,n/a,Mass Customer,Yes,19,1690 Forster Place,2281,NSW,9,41,Graphic Designer,"(2250,2350]",Other
Male,13,1945-07-10,Payment Adjustment Coordinator,n/a,High Net Worth,No,11,54 6th Trail,2640,NSW,7,71,Other,"(2550,2650]",Other
Male,44,1980-09-01,Marketing Assistant,n/a,Affluent Customer,No,4,16 Pepper Wood Junction,3803,VIC,7,36,Other,"(3750,3850]",Other
Female,94,1974-08-29,Teacher,n/a,Mass Customer,Yes,19,4 Arapahoe Terrace,4014,QLD,8,42,Other,"(3950,4050]",Other
Female,6,1976-11-24,VP Product Management,Manufacturing,Mass Customer,Yes,13,540 Farragut Avenue,2066,NSW,9,40,Other,"(2050,2150]",Other
Male,41,1980-03-14,Help Desk Technician,n/a,Affluent Customer,No,9,938 Bartillon Hill,2035,NSW,11,37,Other,"[1950,2050]",Other
Male,4,1973-10-13,Financial Analyst,Financial Services,Mass Customer,No,11,612 Annamark Center,2176,NSW,8,43,Other,"(2150,2250]",Other
Male,57,1999-05-14,Marketing Manager,Retail,High Net Worth,No,12,18 Sage Plaza,3152,VIC,9,18,Marketing Manager,"(3150,3250]",Other
Female,81,1976-03-10,Data Coordiator,Manufacturing,High Net Worth,No,9,4 Randy Street,3070,VIC,8,41,Other,"(3050,3150]",Other
Female,72,1988-09-30,Senior Cost Accountant,Financial Services,Mass Customer,Yes,10,1 South Street,4183,QLD,9,28,Other,"(4150,4250]",Other
Male,75,2001-06-21,Physical Therapy Assistant,n/a,Mass Customer,Yes,5,80388 Ryan Place,2010,NSW,9,15,Physical Therapy Assistant,"[1950,2050]",Other
Female,87,1954-10-06,Environmental Tech,Retail,Mass Customer,Yes,9,7 Maple Wood Plaza,4125,QLD,6,62,Other,"(4050,4150]",Other
Female,33,1951-10-14,Senior Quality Engineer,Manufacturing,High Net Worth,No,12,12 Eastlawn Terrace,2007,NSW,9,65,Senior Quality Engineer,"[1950,2050]",Other
Male,60,1991-01-23,Chief Design Engineer,Entertainment,High Net Worth,No,2,846 Daystar Lane,2000,NSW,12,26,Other,"[1950,2050]",Other
Male,44,1950-09-30,Senior Sales Associate,Argiculture,Affluent Customer,Yes,11,36 Golf Course Circle,2444,NSW,6,66,Other,"(2350,2450]",Other
Male,79,1980-05-29,Structural Engineer,Manufacturing,High Net Worth,Yes,8,0 Nelson Crossing,3155,VIC,7,37,Other,"(3150,3250]",Other
Male,11,1954-03-10,Environmental Tech,Telecommunications,High Net Worth,Yes,13,93264 Almo Plaza,3078,VIC,10,63,Other,"(3050,3150]",Other
Male,97,1953-05-24,Research Assistant,Financial Services,Affluent Customer,No,13,355 Roxbury Lane,3190,VIC,8,64,Other,"(3150,3250]",Other
Female,59,1972-06-27,Desktop Support Technician,n/a,High Net Worth,No,9,2 Warrior Crossing,2161,NSW,9,44,Other,"(2150,2250]",Other
Female,56,1973-07-03,Office Assistant,IT,High Net Worth,No,19,08470 Kingsford Lane,2120,NSW,11,43,Other,"(2050,2150]",Other
Female,18,1998-12-19,Product Engineer,n/a,Mass Customer,No,12,16898 Donald Plaza,2323,NSW,4,18,Other,"(2250,2350]",Other
Female,71,1981-09-14,Chief Design Engineer,Financial Services,Mass Customer,Yes,9,3128 Mallory Pass,2144,NSW,6,35,Other,"(2050,2150]",Other
Male,61,1986-01-10,Physical Therapy Assistant,Retail,Mass Customer,No,8,799 Luster Road,3051,VIC,8,31,Physical Therapy Assistant,"(3050,3150]",Other
Male,55,1955-04-08,Associate Professor,Financial Services,Mass Customer,No,9,53 Dryden Trail,2358,NSW,3,62,Other,"(2350,2450]",Other
Male,62,1952-12-04,Computer Systems Analyst,Financial Services,High Net Worth,Yes,22,5512 Ronald Regan Hill,3122,VIC,8,64,Other,"(3050,3150]",Other
Female,10,1956-05-29,Editor,Financial Services,Mass Customer,Yes,17,72 Melrose Street,4074,QLD,7,61,Other,"(4050,4150]",Other
Male,16,1978-12-10,Software Consultant,Argiculture,Mass Customer,Yes,15,3460 Dapin Street,2262,NSW,6,38,Other,"(2250,2350]",Other
Male,62,1994-11-16,Marketing Assistant,Health,Affluent Customer,No,15,5 Hovde Lane,3028,VIC,8,22,Other,"(2950,3050]","(2950,3050]"
Female,41,1978-12-14,Database Administrator,Manufacturing,High Net Worth,No,15,4 Gale Center,3185,VIC,7,38,Other,"(3150,3250]",Other
Female,37,1997-11-29,Accounting Assistant,Manufacturing,Mass Customer,No,7,5263 Stone Corner Crossing,2217,NSW,12,19,Other,"(2150,2250]",Other
Male,80,1965-04-22,Civil Engineer,Manufacturing,High Net Worth,No,5,0439 Mandrake Park,2046,NSW,10,52,Civil Engineer,"[1950,2050]",Other
Female,78,1976-09-25,VP Product Management,Manufacturing,Affluent Customer,No,13,069 Hoard Pass,4352,QLD,5,40,Other,"(4350,4450]","(4350,4450]"
Female,10,1975-04-08,Accounting Assistant,Financial Services,Affluent Customer,No,16,89 Green Ridge Point,2168,NSW,9,42,Other,"(2150,2250]",Other
Male,68,1950-11-30,VP Sales,Manufacturing,Mass Customer,No,8,8 Cardinal Junction,2444,NSW,7,66,Other,"(2350,2450]",Other
Male,60,1998-02-19,Chemical Engineer,Manufacturing,High Net Worth,Yes,2,240 Main Hill,3200,VIC,6,19,Other,"(3150,3250]",Other
Female,0,1977-06-30,Food Chemist,Health,Mass Customer,No,13,67081 Burrows Center,2111,NSW,12,39,Other,"(2050,2150]",Other
Female,99,1972-04-27,Accountant,Financial Services,Mass Customer,No,5,0 Kipling Way,2289,NSW,7,45,Other,"(2250,2350]",Other
Female,37,1973-01-06,Senior Editor,Entertainment,High Net Worth,Yes,9,1 Raven Way,2151,NSW,10,44,Other,"(2150,2250]",Other
Male,69,1984-07-06,Programmer,Retail,Affluent Customer,No,13,261 Holy Cross Park,2750,NSW,9,32,Other,"(2650,2750]",Other
Female,42,1991-04-21,Marketing Manager,Financial Services,High Net Worth,Yes,12,891 Ohio Terrace,2075,NSW,12,26,Marketing Manager,"(2050,2150]",Other
Female,34,1979-01-03,Professor,Manufacturing,High Net Worth,Yes,11,1408 Hovde Circle,3081,VIC,9,38,Other,"(3050,3150]",Other
Female,83,1976-01-16,Financial Analyst,Financial Services,High Net Worth,Yes,5,50897 Northfield Road,4280,QLD,6,41,Other,"(4250,4350]",Other
Male,12,1999-04-21,Internal Auditor,Manufacturing,Mass Customer,Yes,13,596 Boyd Park,4301,QLD,3,18,Other,"(4250,4350]",Other
Female,55,1958-05-14,Developer,Financial Services,Affluent Customer,No,17,8 Fordem Place,2322,NSW,6,59,Other,"(2250,2350]",Other
Female,79,1995-10-01,Analyst Programmer,Financial Services,High Net Worth,Yes,13,656 Kennedy Crossing,2261,NSW,8,21,Analyst Programmer,"(2250,2350]",Other
Male,23,1993-11-02,Help Desk Technician,Manufacturing,High Net Worth,No,12,2 Jackson Place,2528,NSW,7,23,Other,"(2450,2550]",Other
Male,79,1972-03-24,Senior Cost Accountant,Financial Services,High Net Worth,No,13,39408 Manufacturers Road,3335,VIC,3,45,Other,"(3250,3350]",Other
Male,46,1994-02-04,Speech Pathologist,Manufacturing,High Net Worth,No,13,168 Schlimgen Center,2526,NSW,9,23,Other,"(2450,2550]",Other
Male,70,1947-04-21,Geological Engineer,Manufacturing,High Net Worth,No,8,8 Kim Avenue,2158,NSW,12,70,Other,"(2150,2250]",Other
Male,60,1950-03-31,Account Coordinator,Manufacturing,High Net Worth,No,13,920 Cambridge Way,2263,NSW,6,67,Other,"(2250,2350]",Other
Male,15,1951-01-29,Research Assistant,n/a,Mass Customer,No,13,4 Schlimgen Trail,4701,QLD,3,66,Other,"(4650,4750]",Other
Male,4,1994-06-16,Executive Secretary,Financial Services,Mass Customer,Yes,13,65 Milwaukee Lane,4520,QLD,10,22,Other,"(4450,4550]",Other
Male,67,1967-04-07,Software Consultant,Health,Affluent Customer,No,13,76 Mendota Park,2090,NSW,10,50,Other,"(2050,2150]",Other
Female,87,1955-07-06,Account Representative,Retail,Affluent Customer,Yes,20,26667 Rigney Place,2567,NSW,9,61,Other,"(2550,2650]",Other
Male,73,1955-11-25,Actuary,Financial Services,High Net Worth,Yes,15,898 Muir Court,2142,NSW,6,61,Other,"(2050,2150]",Other
Female,17,1964-03-14,Executive Secretary,Telecommunications,High Net Worth,Yes,12,88093 Pierstorff Plaza,2030,NSW,10,53,Other,"[1950,2050]",Other
Male,40,1986-09-25,Internal Auditor,n/a,Mass Customer,Yes,14,3319 Anthes Crossing,3177,VIC,7,30,Other,"(3150,3250]",Other
Male,81,1991-11-24,Assistant Media Planner,Entertainment,Mass Customer,No,14,16 Mosinee Place,4717,QLD,1,25,Other,"(4650,4750]",Other
Female,66,2001-09-27,Electrical Engineer,Manufacturing,Mass Customer,Yes,2,197 Northport Plaza,4213,QLD,7,15,Other,"(4150,4250]",Other
Female,53,1968-07-29,Research Assistant,Financial Services,Mass Customer,Yes,18,10236 Mifflin Avenue,2570,NSW,8,48,Other,"(2550,2650]",Other
Male,81,1950-12-09,Assistant Media Planner,Entertainment,Mass Customer,Yes,21,5287 Clarendon Plaza,2258,NSW,9,66,Other,"(2250,2350]",Other
Male,1,1942-08-23,Accounting Assistant,Financial Services,Mass Customer,No,16,38407 Sutteridge Circle,2766,NSW,8,74,Other,"(2750,2850]",Other
Female,49,1965-02-25,Programmer Analyst,Property,High Net Worth,Yes,18,423 Holy Cross Lane,3029,VIC,7,52,Other,"(2950,3050]","(2950,3050]"
Male,90,1943-10-27,Sales Associate,Financial Services,Affluent Customer,No,7,1478 Oak Valley Park,3350,VIC,2,73,Other,"(3250,3350]",Other
Male,33,1976-08-12,Senior Sales Associate,Financial Services,High Net Worth,Yes,9,8970 Anhalt Junction,2160,NSW,9,40,Other,"(2150,2250]",Other
Female,64,1994-10-15,Sales Representative,Retail,Mass Customer,No,11,563 Waywood Park,2145,NSW,9,22,Other,"(2050,2150]",Other
Male,75,1994-04-15,Data Coordiator,n/a,Mass Customer,Yes,13,9313 Mayer Street,3133,VIC,8,23,Other,"(3050,3150]",Other
Female,47,1973-01-04,Structural Engineer,Telecommunications,Mass Customer,No,11,2978 Mccormick Center,2028,NSW,10,44,Other,"[1950,2050]",Other
Female,3,1990-07-06,Account Coordinator,Manufacturing,High Net Worth,Yes,13,527 Jay Trail,4551,QLD,8,26,Other,"(4550,4650]",Other
Female,2,1995-07-18,Recruiter,n/a,Affluent Customer,Yes,4,6 Loftsgordon Pass,2111,NSW,11,21,Other,"(2050,2150]",Other
Male,9,1995-12-17,Registered Nurse,Health,Mass Customer,Yes,11,9940 Manley Drive,2574,NSW,7,21,Other,"(2550,2650]",Other
Female,26,1951-10-28,Environmental Specialist,Health,Mass Customer,No,10,0736 West Crossing,3585,VIC,1,65,Other,"(3550,3650]","(3550,3650]"
Female,27,1938-08-30,Web Developer,Manufacturing,Affluent Customer,No,15,95796 Mcbride Drive,3677,VIC,3,78,Other,"(3650,3750]","(3650,3750]"
Male,32,1996-04-13,Statistician,Health,Affluent Customer,No,14,20187 Loomis Court,4132,QLD,6,21,Other,"(4050,4150]",Other
Male,95,1994-04-17,Cost Accountant,Financial Services,Affluent Customer,Yes,1,17393 Colorado Hill,4006,QLD,8,23,Other,"(3950,4050]",Other
Male,83,1974-12-25,Programmer Analyst,Health,High Net Worth,No,18,65 Rutledge Parkway,2539,NSW,8,42,Other,"(2450,2550]",Other
Female,39,1987-04-20,Account Executive,Manufacturing,High Net Worth,Yes,17,02023 Loeprich Drive,3037,VIC,7,30,Other,"(2950,3050]","(2950,3050]"
Male,1,1979-10-22,Engineer,Manufacturing,Mass Customer,No,10,9107 Pine View Plaza,3977,VIC,6,37,Other,"(3950,4050]",Other
Female,44,1996-05-10,Tax Accountant,Retail,Affluent Customer,Yes,13,822 Di Loreto Junction,3020,VIC,8,21,Other,"(2950,3050]","(2950,3050]"
Male,83,1965-02-09,Mechanical Systems Engineer,Financial Services,Mass Customer,No,7,2712 Namekagon Crossing,3029,VIC,5,52,Other,"(2950,3050]","(2950,3050]"
Male,13,1955-10-22,Accountant,Property,Mass Customer,No,20,32 Hazelcrest Court,2753,NSW,8,61,Other,"(2750,2850]",Other
Female,21,1973-03-15,Sales Associate,Financial Services,Affluent Customer,Yes,8,9 Forster Circle,3174,VIC,3,44,Other,"(3150,3250]",Other
Female,6,1958-07-19,Nurse Practicioner,n/a,Mass Customer,Yes,10,07226 Anzinger Avenue,3032,VIC,8,58,Other,"(2950,3050]","(2950,3050]"
Male,57,1978-12-31,Senior Sales Associate,n/a,Mass Customer,Yes,9,936 Porter Lane,2323,NSW,5,38,Other,"(2250,2350]",Other
Male,29,1994-11-07,Assistant Media Planner,Entertainment,High Net Worth,No,1,6 Havey Pass,2126,NSW,11,22,Other,"(2050,2150]",Other
Female,59,1939-05-26,Legal Assistant,n/a,Mass Customer,No,14,844 Forster Place,2096,NSW,12,78,Other,"(2050,2150]",Other
Male,63,1996-01-21,Compensation Analyst,Financial Services,Affluent Customer,Yes,15,42590 Bellgrove Court,2097,NSW,9,21,Other,"(2050,2150]",Other
Male,68,1997-06-29,Data Coordiator,Health,Affluent Customer,Yes,11,6060 Veith Crossing,2103,NSW,11,19,Other,"(2050,2150]",Other
Female,45,1973-01-29,Director of Sales,Manufacturing,Mass Customer,Yes,10,25 Lakeland Point,4113,QLD,7,44,Other,"(4050,4150]",Other
Male,93,1961-05-23,Physical Therapy Assistant,n/a,Affluent Customer,Yes,10,21667 Randy Crossing,3163,VIC,7,56,Physical Therapy Assistant,"(3150,3250]",Other
Female,27,1966-09-19,Operator,IT,Affluent Customer,Yes,12,608 Dapin Court,3129,VIC,10,50,Other,"(3050,3150]",Other
Female,33,1955-11-25,Budget/Accounting Analyst,n/a,Affluent Customer,No,20,8738 Lukken Terrace,2763,NSW,9,61,Other,"(2750,2850]",Other
Male,96,1955-07-13,Automation Specialist,Manufacturing,Mass Customer,Yes,20,8634 Wayridge Pass,2750,NSW,8,61,Other,"(2650,2750]",Other
Female,80,1979-09-30,Computer Systems Analyst,Manufacturing,Mass Customer,Yes,12,5 Homewood Road,2800,NSW,6,37,Other,"(2750,2850]",Other
Male,70,1970-05-19,VP Product Management,Health,Mass Customer,Yes,5,7 Dunning Avenue,2477,NSW,8,47,Other,"(2450,2550]",Other
Female,94,1998-08-24,Professor,Manufacturing,Mass Customer,Yes,9,67 Beilfuss Plaza,2168,NSW,8,18,Other,"(2150,2250]",Other
Male,65,1976-12-07,VP Marketing,Property,High Net Worth,No,16,976 Roxbury Alley,4157,QLD,7,40,Other,"(4150,4250]",Other
Male,29,1950-05-08,Environmental Tech,Health,Affluent Customer,Yes,17,6115 Forest Crossing,2148,NSW,8,67,Other,"(2050,2150]",Other
Male,37,1951-03-19,Media Manager,Retail,Mass Customer,Yes,14,432 Ronald Regan Court,3782,VIC,8,66,Media Manager,"(3750,3850]",Other
Female,63,1957-06-10,Software Engineer,IT,Mass Customer,No,8,8600 Forster Lane,2177,NSW,9,59,Other,"(2150,2250]",Other
Male,62,1963-07-31,Administrative Assistant,Health,Mass Customer,Yes,6,6692 Independence Way,2070,NSW,12,53,Other,"(2050,2150]",Other
Female,47,1956-07-05,Programmer,Property,Affluent Customer,Yes,17,770 Farmco Point,2049,NSW,11,60,Other,"[1950,2050]",Other
Female,49,1973-10-03,Civil Engineer,Manufacturing,Mass Customer,No,8,602 Toban Center,4020,QLD,7,43,Civil Engineer,"(3950,4050]",Other
Male,88,1955-09-29,Product Engineer,Financial Services,Mass Customer,Yes,6,97 Merrick Center,2460,NSW,2,61,Other,"(2450,2550]",Other
Male,31,1998-01-15,Engineer,Manufacturing,Mass Customer,Yes,8,8194 Lien Street,4032,QLD,7,19,Other,"(3950,4050]",Other
Male,11,1967-01-19,Health Coach,Health,Mass Customer,No,19,9503 New Castle Street,4500,QLD,9,50,Other,"(4450,4550]",Other
Female,97,1960-04-12,Chemical Engineer,Manufacturing,Affluent Customer,Yes,5,0 Emmet Trail,4128,QLD,9,57,Other,"(4050,4150]",Other
Male,51,1993-09-20,Geologist,Manufacturing,Affluent Customer,Yes,6,7 Spaight Drive,2147,NSW,9,23,Other,"(2050,2150]",Other
Male,30,1961-04-20,Junior Executive,Manufacturing,Mass Customer,No,9,65 David Pass,4221,QLD,7,56,Other,"(4150,4250]",Other
Male,7,1945-12-24,Tax Accountant,n/a,Mass Customer,No,11,43 Dayton Drive,2062,NSW,9,71,Other,"(2050,2150]",Other
Female,86,1962-09-21,Legal Assistant,Health,Mass Customer,Yes,17,14183 Iowa Center,4503,QLD,5,54,Other,"(4450,4550]",Other
Female,3,1975-10-31,Payment Adjustment Coordinator,Financial Services,Mass Customer,Yes,13,95 Del Mar Court,3175,VIC,8,41,Other,"(3150,3250]",Other
Male,88,1997-05-18,Marketing Assistant,Retail,Mass Customer,No,12,98 Shoshone Road,4207,QLD,6,20,Other,"(4150,4250]",Other
