customer_id,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,owns_car,tenure,age,address,postcode,state,property_valuation,total_profit,n_transaction,profit_per_transaction,post_code_cut,diverging_post_code,diverging_job_title
2358,Male,26,1959-05-01,Senior Sales Associate,Retail,High Net Worth,Yes,15,58,6 Graceland Court,4301,QLD,2,3682.73,11,334.7936363636364,"(4250,4350]",Other,Other
2359,Female,80,1986-03-25,Mechanical Systems Engineer,Property,High Net Worth,Yes,7,31,24 Lerdahl Street,4825,QLD,3,2688.57,8,336.07125,"(4750,4850]","(4750,4850]",Other
2360,Female,0,1974-11-03,VP Accounting,Financial Services,High Net Worth,Yes,5,42,801 Kings Parkway,2227,NSW,10,4962.2,6,827.0333333333333,"(2150,2250]",Other,Other
2361,Female,55,1954-11-28,Help Desk Operator,n/a,High Net Worth,Yes,20,62,89 Pawling Court,4020,QLD,7,4178.450000000001,7,596.9214285714287,"(3950,4050]",Other,Other
2362,Male,49,1972-06-05,Developer,Financial Services,Affluent Customer,Yes,19,44,89972 Graedel Point,2176,NSW,9,959.32,3,319.77333333333337,"(2150,2250]",Other,Developer
2363,Male,92,1983-12-30,Nurse,Entertainment,Mass Customer,Yes,16,33,17123 Northport Circle,4223,QLD,9,3222.99,6,537.165,"(4150,4250]",Other,Other
2364,Male,19,1995-09-22,Speech Pathologist,n/a,Mass Customer,Yes,13,21,20 Bluestem Way,4152,QLD,9,4826.5,5,965.3,"(4150,4250]",Other,Other
2365,Female,2,1998-10-18,Structural Analysis Engineer,Argiculture,Mass Customer,Yes,3,18,743 Stone Corner Parkway,4127,QLD,6,2411.63,5,482.326,"(4050,4150]",Other,Other
2366,Female,51,1975-06-15,Web Designer,Health,Mass Customer,Yes,15,41,33 Prentice Street,2300,NSW,9,2554.42,5,510.884,"(2250,2350]",Other,Web Designer
2367,Male,40,1957-05-22,Electrical Engineer,Manufacturing,Mass Customer,Yes,16,60,5 Columbus Crossing,3040,VIC,10,4636.8,7,662.4,"(2950,3050]","(2950,3050]",Other
2368,Female,98,1993-01-22,Chemical Engineer,Manufacturing,Mass Customer,No,10,24,29 Basil Point,2284,NSW,5,4675.969999999999,6,779.3283333333333,"(2250,2350]",Other,Other
2369,Female,80,1996-10-28,Financial Analyst,Financial Services,Mass Customer,Yes,1,20,1 Bay Pass,3219,VIC,5,6854.59,8,856.82375,"(3150,3250]",Other,Other
2370,Female,35,1996-03-19,Analyst Programmer,Property,High Net Worth,No,7,21,89 Oak Hill,2508,NSW,10,1902.53,3,634.1766666666666,"(2450,2550]",Other,Analyst Programmer
2371,Female,22,1966-11-18,Staff Scientist,Manufacturing,High Net Worth,Yes,8,50,03 Clarendon Way,2099,NSW,10,2642.95,5,528.5899999999999,"(2050,2150]",Other,Other
2372,Male,14,1977-09-10,Clinical Specialist,Health,Affluent Customer,No,10,39,0 Gateway Road,3149,VIC,12,2940.0299999999997,8,367.50374999999997,"(3050,3150]",Other,Other
2373,Female,51,1982-05-22,Structural Engineer,Manufacturing,High Net Worth,Yes,16,35,631 Fuller Parkway,3023,VIC,7,2381.7400000000002,4,595.4350000000001,"(2950,3050]","(2950,3050]",Other
2374,Male,6,1993-06-15,Design Engineer,Financial Services,Mass Customer,No,9,23,43898 Prentice Court,3025,VIC,9,5300.04,7,757.1485714285715,"(2950,3050]","(2950,3050]",Design Engineer
2375,Female,21,1987-03-17,Sales Representative,Retail,Affluent Customer,No,8,30,2 Melody Alley,3172,VIC,8,5641.47,7,805.9242857142857,"(3150,3250]",Other,Sales Representative
2376,Female,84,1958-10-23,Community Outreach Specialist,n/a,High Net Worth,Yes,12,58,01 Dunning Drive,2064,NSW,9,2137.9399999999996,4,534.4849999999999,"(2050,2150]",Other,Other
2377,Female,29,1998-10-02,Analog Circuit Design manager,IT,High Net Worth,No,2,18,86686 Novick Center,3147,VIC,11,4707.549999999999,5,941.5099999999999,"(3050,3150]",Other,Analog Circuit Design manager
2378,Female,41,1994-04-25,Research Assistant,Manufacturing,Affluent Customer,No,1,23,51 Leroy Place,2065,NSW,10,2777.48,5,555.496,"(2050,2150]",Other,Other
2379,Female,85,1981-05-05,Occupational Therapist,Health,Affluent Customer,Yes,15,36,5390 Park Meadow Park,2222,NSW,10,8252.73,11,750.2481818181818,"(2150,2250]",Other,Other
2380,Female,44,1956-04-09,Technical Writer,Retail,Mass Customer,Yes,15,61,4 Judy Park,2016,NSW,10,5231.29,7,747.3271428571428,"[1950,2050]",Other,Other
2381,Female,91,1973-02-12,Programmer,Argiculture,Affluent Customer,Yes,5,44,9 American Ash Plaza,2015,NSW,9,2731.88,7,390.2685714285714,"[1950,2050]",Other,Other
2382,Male,79,1971-07-05,Accounting Assistant,Retail,Mass Customer,Yes,4,45,3 Riverside Drive,4034,QLD,8,1301.43,7,185.91857142857143,"(3950,4050]",Other,Other
2383,Female,34,1978-09-15,Compensation Analyst,Financial Services,Mass Customer,No,15,38,25925 Service Crossing,2147,NSW,9,5876.070000000001,9,652.8966666666668,"(2050,2150]",Other,Other
2384,Male,96,1961-07-16,Operator,Health,High Net Worth,Yes,6,55,080 Pond Alley,2065,NSW,9,3796.7,6,632.7833333333333,"(2050,2150]",Other,Other
2385,Male,70,1958-12-17,Dental Hygienist,Health,Mass Customer,No,8,58,1816 Monument Park,3074,VIC,7,4797.13,8,599.64125,"(3050,3150]",Other,Other
2386,Female,93,1997-07-06,Compensation Analyst,Financial Services,Mass Customer,No,2,19,1 Nova Avenue,2200,NSW,9,5453.86,7,779.1228571428571,"(2150,2250]",Other,Other
2387,Male,33,1977-08-30,Nurse,n/a,High Net Worth,Yes,9,39,98 Mesta Street,2038,NSW,11,147.82999999999996,2,73.91499999999998,"[1950,2050]",Other,Other
2388,Male,84,1997-05-28,Cost Accountant,Financial Services,Mass Customer,No,1,20,7256 Forster Crossing,2533,NSW,8,5387.65,7,769.6642857142857,"(2450,2550]",Other,Other
2389,Male,18,1973-12-28,Desktop Support Technician,Retail,High Net Worth,No,7,43,249 Burning Wood Point,2758,NSW,8,1030.19,3,343.3966666666667,"(2750,2850]",Other,Other
2390,Female,48,1964-05-06,Legal Assistant,Property,Mass Customer,No,12,53,12651 Lake View Point,4209,QLD,7,5593.6,7,799.0857142857143,"(4150,4250]",Other,Other
2391,Female,72,1961-04-22,Nurse Practicioner,Health,Mass Customer,No,14,56,9501 Melby Avenue,4178,QLD,7,4852.43,9,539.1588888888889,"(4150,4250]",Other,Other
2392,Female,48,2001-01-11,Marketing Assistant,Manufacturing,Affluent Customer,No,2,16,69810 Westridge Avenue,2573,NSW,6,1547.88,5,309.576,"(2550,2650]",Other,Other
2393,Female,68,1981-06-21,Registered Nurse,Health,High Net Worth,Yes,11,35,422 Crownhardt Court,4179,QLD,7,192.9699999999999,2,96.48499999999996,"(4150,4250]",Other,Other
2394,Female,31,1995-11-12,GIS Technical Architect,n/a,Mass Customer,Yes,7,21,4 Londonderry Junction,4159,QLD,7,745.94,1,745.94,"(4150,4250]",Other,GIS Technical Architect
2395,Male,23,1966-02-26,Executive Secretary,n/a,High Net Worth,No,16,51,7346 Luster Circle,4131,QLD,5,57.72999999999999,1,57.72999999999999,"(4050,4150]",Other,Other
2396,Female,40,1973-08-02,Recruiter,Retail,Affluent Customer,Yes,7,43,43 Commercial Road,4128,QLD,7,2700.55,5,540.11,"(4050,4150]",Other,Other
2397,Male,33,1985-06-10,Analyst Programmer,Retail,Affluent Customer,Yes,4,31,44083 Village Court,2142,NSW,7,4002.3199999999997,9,444.7022222222222,"(2050,2150]",Other,Analyst Programmer
2398,Female,6,2000-10-11,Administrative Assistant,Financial Services,High Net Worth,Yes,1,16,57 Tennessee Alley,4034,QLD,5,746.1999999999999,3,248.73333333333332,"(3950,4050]",Other,Administrative Assistant
2399,Female,20,1980-06-11,Software Consultant,Manufacturing,High Net Worth,Yes,14,36,57 Debra Terrace,2259,NSW,6,2724.93,6,454.155,"(2250,2350]",Other,Other
2400,Male,73,1978-02-28,Office Assistant,Property,Mass Customer,Yes,22,39,846 Carberry Street,4218,QLD,11,5205.75,8,650.71875,"(4150,4250]",Other,Other
2401,Male,7,1977-07-31,Staff Scientist,n/a,Mass Customer,Yes,15,39,4 Center Park,3807,VIC,6,5804.28,8,725.535,"(3750,3850]",Other,Other
2402,Female,99,1957-06-07,Cost Accountant,Financial Services,Mass Customer,Yes,8,59,1 Coolidge Plaza,2150,NSW,7,788.2799999999999,3,262.75999999999993,"(2050,2150]",Other,Other
2403,Female,41,1977-10-25,Technical Writer,Financial Services,Affluent Customer,No,12,39,544 Northland Place,2190,NSW,10,767.56,4,191.89,"(2150,2250]",Other,Other
2404,Male,13,1960-03-14,Graphic Designer,Retail,Mass Customer,No,6,57,91 Norway Maple Hill,2065,NSW,11,2978.25,5,595.65,"(2050,2150]",Other,Graphic Designer
2405,Female,16,1957-07-28,Structural Analysis Engineer,n/a,Mass Customer,No,18,59,5 Myrtle Trail,2285,NSW,5,1853.86,5,370.772,"(2250,2350]",Other,Other
2406,Male,34,1973-06-11,Executive Secretary,n/a,Affluent Customer,Yes,9,43,645 Thackeray Street,4879,QLD,6,1341.22,4,335.305,"(4850,4950]","(4850,4950]",Other
2408,Female,38,1955-10-10,VP Marketing,Health,Mass Customer,No,16,61,9 Hollow Ridge Circle,2500,NSW,8,2824.16,3,941.3866666666667,"(2450,2550]",Other,Other
2410,Female,75,1974-08-24,Geological Engineer,Manufacturing,Mass Customer,Yes,21,42,75351 Ridgeview Lane,3181,VIC,11,3695.73,6,615.955,"(3150,3250]",Other,Other
2411,Male,0,1964-05-27,Technical Writer,Financial Services,High Net Worth,No,13,53,4006 Algoma Crossing,2041,NSW,12,3483.39,4,870.8475,"[1950,2050]",Other,Other
2412,Female,77,1981-05-26,Chemical Engineer,Manufacturing,Affluent Customer,No,8,36,881 Debs Center,4051,QLD,8,3903.5699999999997,6,650.5949999999999,"(4050,4150]",Other,Other
2413,Male,27,1943-08-11,Environmental Specialist,Manufacturing,High Net Worth,Yes,17,73,423 Debra Terrace,3082,VIC,8,4523.23,7,646.1757142857142,"(3050,3150]",Other,Environmental Specialist
2415,Male,56,1978-11-05,Web Designer,Manufacturing,Mass Customer,No,3,38,6142 Grayhawk Lane,2298,NSW,8,1844.8799999999999,5,368.976,"(2250,2350]",Other,Web Designer
2416,Male,19,1959-12-29,Office Assistant,Health,Affluent Customer,No,16,57,5 Steensland Hill,2768,NSW,10,300.0899999999999,2,150.04499999999996,"(2750,2850]",Other,Other
2417,Female,27,1974-06-24,Nurse,n/a,Affluent Customer,No,22,42,37983 Logan Street,2154,NSW,11,451.6500000000001,1,451.6500000000001,"(2150,2250]",Other,Other
2418,Female,82,1970-04-05,Software Engineer,Property,Mass Customer,Yes,13,47,31168 Messerschmidt Street,3024,VIC,5,5457.09,7,779.5842857142858,"(2950,3050]","(2950,3050]",Other
2419,Male,96,1978-07-04,Physical Therapy Assistant,Property,High Net Worth,No,9,38,240 Lake View Road,4118,QLD,5,2702.5,8,337.8125,"(4050,4150]",Other,Physical Therapy Assistant
2420,Female,10,1976-08-26,Staff Scientist,Financial Services,High Net Worth,No,16,40,290 Jay Drive,4210,QLD,3,1749.57,3,583.1899999999999,"(4150,4250]",Other,Other
2421,Female,54,1954-08-16,Research Nurse,Health,Affluent Customer,Yes,13,62,1369 Morrow Plaza,3046,VIC,8,409.8000000000001,6,68.30000000000003,"(2950,3050]","(2950,3050]",Other
2422,Female,96,1978-11-30,Librarian,Entertainment,High Net Worth,No,13,38,61976 Emmet Junction,2178,NSW,10,2606.6,5,521.3199999999999,"(2150,2250]",Other,Other
2423,Male,49,1981-02-20,Professor,IT,Mass Customer,Yes,20,36,7585 Rutledge Trail,3161,VIC,9,50.66,1,50.66,"(3150,3250]",Other,Other
2425,Male,32,1976-03-19,Help Desk Technician,n/a,Mass Customer,Yes,11,41,16 Dwight Court,2154,NSW,10,3921.8199999999997,9,435.75777777777773,"(2150,2250]",Other,Other
2427,Female,20,1998-10-15,Senior Developer,n/a,High Net Worth,Yes,2,18,96 Hintze Point,2147,NSW,8,4388.13,6,731.355,"(2050,2150]",Other,Other
2428,Male,74,1968-07-26,Help Desk Operator,n/a,Mass Customer,Yes,9,48,34222 Vera Circle,3240,VIC,7,6462.950000000001,9,718.1055555555556,"(3150,3250]",Other,Other
2429,Female,54,1980-11-11,Assistant Professor,Manufacturing,Mass Customer,Yes,3,36,338 Little Fleur Avenue,2170,NSW,9,2883.65,3,961.2166666666667,"(2150,2250]",Other,Other
2430,Male,38,1968-09-06,Quality Engineer,n/a,Mass Customer,No,5,48,57769 Gulseth Lane,2040,NSW,10,2664.7099999999996,4,666.1774999999999,"[1950,2050]",Other,Other
2431,Male,15,1999-12-24,Senior Cost Accountant,Financial Services,Mass Customer,Yes,2,17,309 Shopko Center,4211,QLD,10,167.62999999999997,2,83.81499999999998,"(4150,4250]",Other,Other
2432,Female,67,1981-02-21,Nuclear Power Engineer,Manufacturing,Affluent Customer,Yes,5,36,37 Roth Place,2144,NSW,10,2253.09,6,375.51500000000004,"(2050,2150]",Other,Other
2433,Male,38,1976-07-19,Nurse Practicioner,n/a,High Net Worth,Yes,8,40,618 Kropf Drive,2261,NSW,9,5108.660000000001,10,510.8660000000001,"(2250,2350]",Other,Other
2434,Male,40,1956-11-17,Environmental Specialist,n/a,Affluent Customer,No,18,60,1966 Glendale Avenue,4207,QLD,4,6874.530000000001,9,763.8366666666667,"(4150,4250]",Other,Environmental Specialist
2435,Female,69,1961-08-12,Account Coordinator,Manufacturing,Mass Customer,No,14,55,401 Pond Circle,4019,QLD,7,2656.6699999999996,5,531.334,"(3950,4050]",Other,Other
2436,Male,37,1986-03-21,Help Desk Technician,IT,Mass Customer,No,4,31,582 Kropf Avenue,2032,NSW,11,1700.17,4,425.0425,"[1950,2050]",Other,Other
2437,Female,90,1977-05-01,Marketing Manager,Financial Services,Mass Customer,Yes,18,40,2 Columbus Park,3075,VIC,7,375.02,2,187.51,"(3050,3150]",Other,Marketing Manager
2438,Female,76,1983-01-29,Speech Pathologist,Manufacturing,Mass Customer,Yes,4,34,99739 Coolidge Crossing,2760,NSW,7,3058.73,7,436.9614285714286,"(2750,2850]",Other,Other
2440,Female,17,1959-09-21,Engineer,Manufacturing,Affluent Customer,No,8,57,62842 Pearson Point,2508,NSW,9,1067.29,3,355.7633333333333,"(2450,2550]",Other,Other
2442,Male,8,1957-10-13,Social Worker,Health,Affluent Customer,Yes,17,59,336 Service Pass,2073,NSW,11,2619.54,6,436.59,"(2050,2150]",Other,Other
2443,Male,30,1990-02-13,Computer Systems Analyst,Property,High Net Worth,No,20,27,4 Northridge Center,2076,NSW,11,3040.06,6,506.6766666666667,"(2050,2150]",Other,Other
2444,Male,22,1977-05-13,Associate Professor,Manufacturing,High Net Worth,No,11,40,8 Superior Court,3174,VIC,5,3270.22,4,817.555,"(3150,3250]",Other,Associate Professor
2445,Male,46,1976-03-11,Quality Control Specialist,Retail,Affluent Customer,No,18,41,8147 Dapin Hill,2280,NSW,8,2205.8,5,441.16,"(2250,2350]",Other,Quality Control Specialist
2447,Male,55,1997-01-06,Tax Accountant,n/a,Affluent Customer,Yes,2,20,9346 Sunfield Plaza,2671,NSW,1,3068.18,7,438.31142857142856,"(2650,2750]",Other,Other
2448,Female,5,1992-12-18,Structural Analysis Engineer,Property,High Net Worth,No,10,24,11 Dunning Pass,2219,NSW,10,2580.59,6,430.09833333333336,"(2150,2250]",Other,Other
2449,Male,54,1982-06-01,Tax Accountant,n/a,Affluent Customer,No,8,35,67 Crowley Drive,3216,VIC,4,4455.63,6,742.605,"(3150,3250]",Other,Other
2450,Male,64,1974-06-21,Structural Engineer,Retail,Affluent Customer,Yes,7,42,76 Schiller Pass,4455,QLD,3,2365.9300000000003,2,1182.9650000000001,"(4450,4550]",Other,Other
2451,Male,33,1973-03-09,Editor,Argiculture,Affluent Customer,Yes,18,44,71761 Almo Street,4178,QLD,7,1602.8200000000002,3,534.2733333333334,"(4150,4250]",Other,Editor
2452,Female,93,1975-07-24,Chemical Engineer,Manufacturing,Mass Customer,Yes,17,41,4898 Buell Terrace,3043,VIC,7,1147.86,4,286.965,"(2950,3050]","(2950,3050]",Other
2453,Female,22,1992-08-05,Safety Technician,Telecommunications,High Net Worth,No,9,24,6 Morningstar Way,2165,NSW,7,2587.7999999999997,6,431.29999999999995,"(2150,2250]",Other,Other
2454,Female,81,1960-02-13,Senior Sales Associate,Property,Mass Customer,Yes,12,57,15 Shelley Hill,2164,NSW,8,6272.209999999999,10,627.2209999999999,"(2150,2250]",Other,Other
2456,Male,9,1991-05-29,Sales Associate,n/a,Mass Customer,No,10,26,6568 Northridge Pass,3029,VIC,6,2439.35,5,487.87,"(2950,3050]","(2950,3050]",Other
2457,Male,70,1975-04-12,Developer,IT,High Net Worth,Yes,15,42,4694 Carioca Court,4060,QLD,10,2757.23,6,459.53833333333336,"(4050,4150]",Other,Developer
2458,Female,73,1964-04-20,Media Manager,Manufacturing,High Net Worth,Yes,5,53,6 Ryan Drive,2165,NSW,10,7756.789999999999,7,1108.112857142857,"(2150,2250]",Other,Media Manager
2459,Female,67,1986-01-10,Quality Engineer,Manufacturing,High Net Worth,No,18,31,975 Annamark Hill,4034,QLD,6,4737.3,11,430.6636363636364,"(3950,4050]",Other,Other
2460,Male,88,1976-05-17,Nurse Practicioner,Manufacturing,High Net Worth,Yes,12,41,40 Ilene Drive,3690,VIC,1,1204.2599999999998,4,301.06499999999994,"(3650,3750]","(3650,3750]",Other
2461,Male,89,1976-06-12,Speech Pathologist,n/a,Affluent Customer,No,17,40,60 Sycamore Lane,2148,NSW,9,2067.47,6,344.5783333333333,"(2050,2150]",Other,Other
2462,Male,17,1980-07-05,Assistant Media Planner,Entertainment,Affluent Customer,No,21,36,8439 Katie Crossing,3028,VIC,8,3481.4500000000003,5,696.2900000000001,"(2950,3050]","(2950,3050]",Other
2463,Female,54,1978-01-30,Pharmacist,Health,Mass Customer,No,12,39,22 Hayes Center,3156,VIC,10,5972.620000000001,8,746.5775000000001,"(3150,3250]",Other,Other
2464,Male,78,1983-04-06,Speech Pathologist,Retail,Mass Customer,No,6,34,3126 Butterfield Pass,2573,NSW,8,7817.1,13,601.3153846153847,"(2550,2650]",Other,Other
2465,Female,31,1984-06-12,Senior Editor,n/a,Mass Customer,Yes,2,32,0 Moulton Plaza,2761,NSW,8,4384.09,9,487.12111111111113,"(2750,2850]",Other,Other
2466,Male,62,1980-10-04,Software Test Engineer,Entertainment,High Net Worth,No,16,36,188 Carberry Point,4650,QLD,1,1576.8200000000002,5,315.36400000000003,"(4550,4650]",Other,Other
2467,Female,71,1975-07-15,Engineer,Manufacturing,Affluent Customer,Yes,4,41,083 Farragut Avenue,2540,NSW,7,1961.7900000000002,5,392.35800000000006,"(2450,2550]",Other,Other
2468,Male,51,1995-12-12,Marketing Assistant,Retail,High Net Worth,No,1,21,62052 Loomis Avenue,4014,QLD,8,6900.79,9,766.7544444444444,"(3950,4050]",Other,Other
2471,Male,55,1978-12-20,Geological Engineer,Manufacturing,Mass Customer,Yes,8,38,77 Armistice Alley,2208,NSW,10,2490.66,5,498.13199999999995,"(2150,2250]",Other,Other
2472,Male,99,1989-06-02,Product Engineer,Health,High Net Worth,Yes,16,27,572 Meadow Ridge Drive,3160,VIC,7,4181,6,696.8333333333334,"(3150,3250]",Other,Product Engineer
2473,Male,50,1970-05-10,Administrative Assistant,Entertainment,Mass Customer,Yes,13,47,7 Mcguire Terrace,3754,VIC,6,2600.73,5,520.146,"(3750,3850]",Other,Administrative Assistant
2474,Female,59,1980-06-08,Executive Secretary,Argiculture,High Net Worth,Yes,6,36,70 Erie Street,4814,QLD,2,4958.1,7,708.3000000000001,"(4750,4850]","(4750,4850]",Other
2475,Female,68,1977-05-02,Quality Control Specialist,n/a,Mass Customer,No,20,40,3 Talisman Place,4017,QLD,5,6245.25,7,892.1785714285714,"(3950,4050]",Other,Quality Control Specialist
2476,Male,13,1956-09-25,Administrative Officer,Property,High Net Worth,No,17,60,567 Scott Park,4118,QLD,5,7493.2300000000005,14,535.2307142857143,"(4050,4150]",Other,Other
2477,Male,25,1977-03-23,Electrical Engineer,Manufacturing,Affluent Customer,Yes,10,40,9248 Sugar Terrace,2530,NSW,9,802.26,1,802.26,"(2450,2550]",Other,Other
2478,Male,85,1966-07-07,Senior Cost Accountant,Financial Services,Affluent Customer,Yes,10,50,13 Tennyson Point,4370,QLD,6,2307.25,7,329.60714285714283,"(4350,4450]","(4350,4450]",Other
2479,Female,81,1996-11-06,Community Outreach Specialist,Retail,Mass Customer,No,5,20,88540 Scoville Plaza,3195,VIC,9,1732.26,6,288.71,"(3150,3250]",Other,Other
2480,Female,3,1971-12-26,Nuclear Power Engineer,Manufacturing,High Net Worth,Yes,16,45,22779 Graedel Road,4655,QLD,2,3382.4,5,676.48,"(4650,4750]",Other,Other
2481,Female,71,1979-01-20,Chief Design Engineer,Manufacturing,Mass Customer,Yes,12,38,51800 Meadow Vale Point,3023,VIC,7,3836.2400000000002,7,548.0342857142857,"(2950,3050]","(2950,3050]",Other
2482,Male,95,1953-12-10,Pharmacist,Health,Mass Customer,Yes,10,63,1 Trailsway Lane,2145,NSW,9,1400.8299999999997,3,466.9433333333332,"(2050,2150]",Other,Other
2484,Female,77,1979-10-03,Senior Quality Engineer,Property,Mass Customer,Yes,14,37,0 Union Plaza,2444,NSW,7,2157.24,6,359.53999999999996,"(2350,2450]",Other,Senior Quality Engineer
2485,Male,93,1955-07-27,Help Desk Technician,n/a,Mass Customer,Yes,12,61,1 Forster Junction,2880,NSW,1,1698.99,6,283.165,"(2850,2950]","(2850,2950]",Other
2486,Female,77,1954-03-09,Structural Engineer,Manufacturing,Mass Customer,Yes,5,63,24877 3rd Circle,2063,NSW,12,1185.85,2,592.925,"(2050,2150]",Other,Other
2487,Male,92,1978-01-13,Operator,IT,Affluent Customer,Yes,14,39,34797 Londonderry Trail,3806,VIC,7,2180.75,4,545.1875,"(3750,3850]",Other,Other
2488,Female,32,1988-11-17,Senior Financial Analyst,Financial Services,Mass Customer,Yes,7,28,24649 Kennedy Street,2114,NSW,8,2774.48,6,462.41333333333336,"(2050,2150]",Other,Other
2489,Female,42,1976-06-12,Speech Pathologist,Retail,Mass Customer,No,15,40,9 Spaight Place,2102,NSW,9,6854.85,8,856.85625,"(2050,2150]",Other,Other
2491,Male,74,1977-05-08,Clinical Specialist,Health,Mass Customer,No,14,40,30624 John Wall Point,3101,VIC,7,2136.1800000000003,6,356.03000000000003,"(3050,3150]",Other,Other
2492,Male,35,1974-02-01,Design Engineer,Manufacturing,High Net Worth,No,9,43,46 Victoria Center,2770,NSW,9,8437.43,10,843.743,"(2750,2850]",Other,Design Engineer
2493,Male,56,1981-08-19,Assistant Media Planner,Entertainment,Mass Customer,Yes,17,35,99 Blackbird Court,2203,NSW,11,2303,3,767.6666666666666,"(2150,2250]",Other,Other
2494,Female,98,1974-08-08,Senior Sales Associate,Manufacturing,High Net Worth,No,16,42,00 Rutledge Alley,2166,NSW,9,2938.53,6,489.75500000000005,"(2150,2250]",Other,Other
2495,Female,89,1953-11-12,Assistant Professor,IT,Affluent Customer,No,17,63,719 Vahlen Way,2560,NSW,8,2232.7799999999997,8,279.09749999999997,"(2550,2650]",Other,Other
2496,Male,29,1980-08-26,Web Developer,Manufacturing,Mass Customer,Yes,21,36,02 Declaration Lane,4551,QLD,7,707.5600000000001,5,141.512,"(4550,4650]",Other,Other
2497,Male,33,1969-04-05,Administrative Assistant,Property,Affluent Customer,No,12,48,9366 Judy Alley,4171,QLD,9,2981.3900000000003,4,745.3475000000001,"(4150,4250]",Other,Administrative Assistant
2498,Female,70,1978-02-02,Software Test Engineer,Retail,High Net Worth,No,8,39,07623 Mandrake Trail,2093,NSW,11,3423.2000000000003,8,427.90000000000003,"(2050,2150]",Other,Other
2499,Female,77,1973-08-30,Account Representative,Retail,Mass Customer,No,14,43,050 Buell Lane,4055,QLD,7,2160.75,3,720.25,"(4050,4150]",Other,Other
2500,Female,35,1957-12-18,Senior Developer,Property,High Net Worth,Yes,17,59,556 Gale Road,4165,QLD,6,766.4200000000001,3,255.47333333333336,"(4150,4250]",Other,Other
2501,Female,80,1971-07-12,Actuary,Financial Services,Mass Customer,Yes,10,45,24 Helena Alley,2566,NSW,9,1813.87,7,259.1242857142857,"(2550,2650]",Other,Other
2502,Female,6,1964-08-23,Structural Engineer,Manufacturing,Mass Customer,Yes,11,52,77410 Bluejay Street,3046,VIC,9,2014.63,5,402.92600000000004,"(2950,3050]","(2950,3050]",Other
2503,Male,80,1967-07-16,Budget/Accounting Analyst,Health,Affluent Customer,Yes,10,49,62 Doe Crossing Junction,2760,NSW,7,2609.51,4,652.3775,"(2750,2850]",Other,Other
2505,Female,45,1980-08-25,VP Marketing,Financial Services,High Net Worth,No,3,36,30 Redwing Pass,2112,NSW,11,3340.35,9,371.15,"(2050,2150]",Other,Other
2507,Female,77,1986-06-25,Biostatistician,Health,Affluent Customer,Yes,8,30,60 Banding Terrace,2880,NSW,1,3467.88,4,866.97,"(2850,2950]","(2850,2950]",Other
2508,Male,98,1996-11-04,Information Systems Manager,n/a,Mass Customer,No,3,20,6220 Sugar Court,2300,NSW,8,6568.91,10,656.891,"(2250,2350]",Other,Information Systems Manager
2509,Male,99,1971-07-07,Help Desk Technician,Financial Services,Mass Customer,No,7,45,53 Anthes Point,4341,QLD,2,3812.53,8,476.56625,"(4250,4350]",Other,Other
2510,Male,43,1973-04-10,Human Resources Manager,Manufacturing,Mass Customer,Yes,7,44,0 Mosinee Lane,3250,VIC,4,5681.299999999999,6,946.8833333333332,"(3150,3250]",Other,Human Resources Manager
2511,Male,20,1991-07-12,Technical Writer,Financial Services,Mass Customer,Yes,4,25,9 Caliangt Park,2087,NSW,11,2152.6899999999996,4,538.1724999999999,"(2050,2150]",Other,Other
2512,Male,3,1968-05-22,Web Developer,n/a,High Net Worth,Yes,19,49,0192 Ridgeview Terrace,4655,QLD,6,1594.3400000000001,6,265.72333333333336,"(4650,4750]",Other,Other
2513,Male,55,1978-07-31,Structural Analysis Engineer,Property,Mass Customer,No,12,38,6534 New Castle Plaza,2033,NSW,12,3831.16,7,547.3085714285714,"[1950,2050]",Other,Other
2514,Male,25,1975-08-11,Senior Financial Analyst,Financial Services,High Net Worth,Yes,17,41,6 Hoard Plaza,3111,VIC,10,1853.2999999999997,3,617.7666666666665,"(3050,3150]",Other,Other
2516,Female,42,1967-05-27,Registered Nurse,Health,Mass Customer,No,19,50,1127 Artisan Parkway,4070,QLD,5,825.2499999999999,3,275.0833333333333,"(4050,4150]",Other,Other
2517,Female,1,1978-10-19,Research Nurse,Health,Mass Customer,Yes,9,38,23478 Ramsey Pass,2760,NSW,6,3021.3300000000004,4,755.3325000000001,"(2750,2850]",Other,Other
2518,Female,53,1954-08-22,Recruiting Manager,n/a,Mass Customer,Yes,19,62,5 Warbler Avenue,3071,VIC,10,4636.719999999999,5,927.3439999999998,"(3050,3150]",Other,Recruiting Manager
2519,Male,76,1979-10-17,Senior Developer,Manufacturing,Mass Customer,Yes,5,37,685 International Lane,4825,QLD,2,456.6299999999999,4,114.15749999999997,"(4750,4850]","(4750,4850]",Other
2520,Male,71,1974-05-27,Accountant,Retail,Affluent Customer,Yes,10,43,6188 Anniversary Circle,4551,QLD,6,2283.5499999999997,5,456.7099999999999,"(4550,4650]",Other,Other
2521,Female,35,1999-08-29,Chemical Engineer,Manufacturing,High Net Worth,Yes,3,17,3 American Ash Parkway,3342,VIC,7,2105.3900000000003,3,701.7966666666667,"(3250,3350]",Other,Other
